id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
41,15803801.0,Nnaife,652.0,France,Female,42.0,4.0,0.0,2.0,1.0,0.0,180344.69,0.0
42,15681081.0,Ch'iu,619.0,France,Female,40.0,8.0,87946.39,1.0,0.0,0.0,169469.3,0.0
43,15782311.0,Chukwuhaenye,575.0,Germany,Female,36.0,3.0,131078.42,1.0,0.0,1.0,65769.3,0.0
44,15768193.0,Maclean,641.0,France,Male,32.0,4.0,138053.79,1.0,1.0,0.0,131473.31,0.0
45,15750181.0,Tien,762.0,Germany,Male,35.0,7.0,160515.37,2.0,1.0,1.0,112256.57,0.0
46,15671137.0,T'ien,714.0,Germany,Male,39.0,3.0,111336.89,2.0,0.0,0.0,168840.39,0.0
47,15716994.0,Houghton,717.0,Spain,Male,39.0,3.0,0.0,3.0,1.0,0.0,97938.59,1.0
48,15712596.0,L?,594.0,France,Male,32.0,7.0,0.0,2.0,1.0,1.0,106024.02,0.0
49,15807900.0,Fiorentini,752.0,Germany,Male,42.0,3.0,109528.16,1.0,1.0,0.0,62454.01,0.0
50,15801395.0,Trevisani,668.0,France,Male,28.0,6.0,0.0,1.0,1.0,0.0,70563.9,0.0
51,15585490.0,Sun,719.0,Spain,Male,40.0,3.0,0.0,2.0,1.0,1.0,121592.5,0.0
52,15756915.0,Aparicio,562.0,France,Male,31.0,10.0,0.0,1.0,1.0,1.0,132029.95,0.0
53,15705034.0,Ting,806.0,Germany,Male,37.0,8.0,116993.43,1.0,0.0,0.0,143463.28,0.0
54,15569410.0,Lombardo,635.0,Germany,Female,33.0,0.0,149363.41,2.0,1.0,0.0,71672.86,0.0
55,15747808.0,P'eng,585.0,Germany,Male,26.0,9.0,127772.1,1.0,1.0,1.0,152450.84,0.0
56,15733476.0,Chidiegwu,571.0,Spain,Female,32.0,2.0,0.0,1.0,0.0,1.0,160810.85,0.0
57,15645956.0,Chukwunonso,616.0,Spain,Male,35.0,1.0,139872.51,1.0,0.0,1.0,149401.33,0.0
58,15726058.0,Yefremova,697.0,France,Female,34.0,2.0,0.0,2.0,0.0,0.0,180426.3,0.0
59,15787699.0,Hsueh,727.0,France,Female,36.0,7.0,0.0,2.0,1.0,0.0,84635.64,0.0
60,15693764.0,Chiwetelu,690.0,France,Female,67.0,4.0,0.0,1.0,1.0,1.0,134600.94,1.0
61,15790093.0,Oluchukwu,850.0,France,Female,28.0,6.0,0.0,2.0,1.0,1.0,141023.01,0.0
62,15594878.0,Aitken,725.0,France,Male,43.0,1.0,0.0,2.0,1.0,1.0,177624.01,0.0
63,15679550.0,Onwubiko,733.0,France,Female,36.0,1.0,0.0,2.0,1.0,1.0,142566.75,0.0
64,15780961.0,White,734.0,Spain,Male,39.0,4.0,0.0,2.0,1.0,1.0,182528.44,0.0
65,15711386.0,Y?,614.0,Spain,Female,42.0,1.0,0.0,1.0,1.0,1.0,171345.02,0.0
66,15642787.0,Lucchese,597.0,Spain,Male,33.0,7.0,0.0,2.0,0.0,0.0,152298.28,0.0
67,15763415.0,Chiazagomekpere,559.0,France,Male,32.0,9.0,0.0,2.0,0.0,0.0,151733.43,0.0
68,15793331.0,Hsu,603.0,France,Female,46.0,6.0,134445.8,1.0,1.0,1.0,161241.65,0.0
69,15753847.0,Shih,599.0,France,Male,40.0,9.0,0.0,1.0,0.0,0.0,18826.06,1.0
70,15682454.0,Okechukwu,679.0,France,Male,41.0,9.0,171646.76,1.0,1.0,0.0,187616.16,0.0
71,15790829.0,T'ien,822.0,Germany,Female,44.0,2.0,133903.11,1.0,0.0,0.0,52411.99,1.0
72,15573730.0,Ch'ang,705.0,Spain,Male,41.0,9.0,0.0,2.0,1.0,0.0,199005.88,0.0
73,15752578.0,Aparicio,699.0,Germany,Female,48.0,5.0,141782.57,1.0,0.0,1.0,116442.42,1.0
74,15808849.0,Fomin,547.0,Germany,Female,55.0,9.0,132412.38,1.0,1.0,1.0,78892.59,1.0
75,15756920.0,Smith,632.0,France,Male,37.0,1.0,138653.51,1.0,1.0,1.0,76611.33,0.0
76,15671450.0,Hsieh,807.0,France,Female,46.0,6.0,0.0,2.0,1.0,1.0,106663.46,0.0
77,15596181.0,Pirozzi,695.0,France,Male,24.0,2.0,0.0,2.0,1.0,0.0,144880.81,0.0
78,15576085.0,Ch'ien,738.0,France,Female,24.0,6.0,0.0,2.0,1.0,1.0,197885.72,0.0
79,15786063.0,Ts'ui,603.0,France,Male,39.0,3.0,0.0,2.0,1.0,1.0,100843.82,0.0
80,15774554.0,Maclean,739.0,France,Male,36.0,6.0,0.0,2.0,1.0,0.0,140724.64,0.0
81,15718216.0,Chidumaga,583.0,France,Male,43.0,2.0,0.0,1.0,1.0,0.0,138882.98,0.0
82,15758813.0,Chidiebere,748.0,Spain,Male,32.0,1.0,0.0,2.0,1.0,1.0,57929.8,0.0
83,15769096.0,Lucchesi,588.0,France,Male,47.0,8.0,0.0,2.0,1.0,1.0,147955.91,0.0
84,15613180.0,Wright,692.0,France,Male,32.0,5.0,0.0,2.0,1.0,0.0,156791.28,0.0
85,15804962.0,Udegbulam,703.0,Spain,Female,36.0,9.0,0.0,2.0,1.0,0.0,161479.19,0.0
86,15747772.0,K?,673.0,France,Female,52.0,2.0,0.0,1.0,1.0,1.0,10963.04,1.0
87,15668385.0,Chineze,745.0,Germany,Male,42.0,8.0,122570.69,1.0,1.0,1.0,198355.28,0.0
88,15693732.0,Onwuamaeze,611.0,Germany,Male,60.0,9.0,143542.36,1.0,1.0,1.0,134442.73,0.0
89,15764405.0,Aitken,701.0,France,Female,37.0,5.0,81818.41,1.0,1.0,0.0,137985.69,0.0
90,15746035.0,Hsueh,705.0,Spain,Male,46.0,9.0,0.0,1.0,0.0,0.0,177844.06,1.0
91,15587562.0,Onyeoruru,653.0,France,Male,33.0,7.0,0.0,2.0,1.0,1.0,69409.37,0.0
92,15776939.0,Nwachinemelu,594.0,Spain,Male,37.0,3.0,0.0,1.0,1.0,0.0,129892.93,0.0
93,15791533.0,T'ien,717.0,France,Male,37.0,5.0,0.0,2.0,1.0,1.0,133537.53,0.0
94,15802220.0,Nnaife,602.0,France,Female,23.0,4.0,0.0,2.0,1.0,1.0,57876.05,0.0
95,15702789.0,Shao,717.0,France,Male,37.0,6.0,0.0,2.0,1.0,1.0,56937.43,0.0
96,15709846.0,Pagnotto,710.0,France,Male,24.0,8.0,146098.43,1.0,1.0,1.0,147081.42,0.0
97,15661219.0,Nwabugwu,712.0,France,Female,35.0,9.0,0.0,1.0,1.0,0.0,71830.1,0.0
98,15699335.0,Toth,642.0,France,Male,43.0,7.0,0.0,2.0,0.0,0.0,91565.25,0.0
99,15642391.0,Moore,714.0,Spain,Female,37.0,9.0,0.0,2.0,1.0,1.0,170829.87,0.0
100,15571940.0,Tung,697.0,France,Male,34.0,3.0,0.0,1.0,1.0,0.0,180593.45,0.0
101,15676966.0,Kambinachi,708.0,Spain,Female,38.0,7.0,0.0,2.0,1.0,0.0,103921.42,0.0
102,15673074.0,Trevisano,555.0,France,Female,51.0,3.0,127132.96,1.0,1.0,0.0,142956.48,1.0
103,15795564.0,Nwabugwu,548.0,Spain,Female,46.0,3.0,0.0,1.0,1.0,1.0,96834.23,1.0
104,15682467.0,Chukwuemeka,584.0,Spain,Male,29.0,2.0,0.0,2.0,1.0,0.0,169921.11,0.0
105,15581552.0,McIntyre,705.0,Germany,Male,35.0,5.0,117738.81,1.0,0.0,1.0,133535.51,0.0
106,15593778.0,Nwachinemelu,775.0,France,Female,58.0,8.0,86891.28,1.0,0.0,0.0,118319.5,1.0
107,15780128.0,Calabresi,751.0,Germany,Female,31.0,2.0,118098.62,2.0,1.0,0.0,146885.77,0.0
108,15572050.0,Chiazagomekpere,697.0,Germany,Male,29.0,6.0,122311.21,2.0,1.0,1.0,63795.8,0.0
109,15654975.0,Chigbogu,828.0,France,Male,35.0,5.0,0.0,2.0,1.0,0.0,149550.95,0.0
110,15609824.0,K'ung,696.0,France,Male,27.0,4.0,0.0,2.0,1.0,1.0,27654.44,0.0
111,15776939.0,Liao,527.0,France,Male,27.0,9.0,116326.07,1.0,1.0,0.0,43931.56,0.0
112,15775234.0,Chukwufumnanya,733.0,Germany,Male,35.0,6.0,126670.37,1.0,1.0,0.0,126726.33,0.0
113,15649523.0,Maclean,659.0,France,Female,33.0,9.0,0.0,2.0,1.0,1.0,142911.99,0.0
114,15653952.0,Ch'eng,735.0,Germany,Female,33.0,6.0,98612.1,2.0,1.0,0.0,131858.31,1.0
115,15681928.0,H?,560.0,France,Female,33.0,9.0,0.0,1.0,0.0,1.0,170968.99,0.0
116,15775082.0,Y?,599.0,Spain,Male,42.0,3.0,0.0,2.0,1.0,1.0,81752.74,0.0
117,15775131.0,Chukwujamuike,651.0,France,Female,31.0,3.0,0.0,1.0,1.0,0.0,134901.58,0.0
118,15791053.0,Ebelegbulam,594.0,Spain,Female,36.0,9.0,0.0,2.0,0.0,0.0,175324.74,0.0
119,15679818.0,Toscani,613.0,Germany,Male,56.0,6.0,119961.48,1.0,1.0,0.0,162812.16,1.0
120,15791172.0,Ch'in,659.0,France,Female,29.0,0.0,114779.35,1.0,1.0,1.0,95007.8,0.0
121,15602844.0,Ch'ang,661.0,France,Female,46.0,10.0,0.0,2.0,1.0,1.0,158885.97,0.0
122,15598892.0,T'ang,619.0,France,Male,41.0,3.0,0.0,2.0,1.0,1.0,186841.71,0.0
123,15639303.0,Ch'in,727.0,France,Female,67.0,8.0,0.0,2.0,1.0,1.0,163331.65,0.0
124,15671591.0,Tipton,597.0,Germany,Female,43.0,8.0,131778.08,1.0,0.0,0.0,106761.47,1.0
125,15691316.0,Chiawuotu,577.0,France,Male,44.0,5.0,95994.98,1.0,1.0,0.0,76611.33,0.0
126,15711378.0,Martin,687.0,Spain,Male,51.0,3.0,0.0,3.0,0.0,0.0,51380.9,1.0
127,15715078.0,Chiazagomekpere,729.0,France,Female,38.0,2.0,0.0,2.0,1.0,1.0,126761.2,0.0
128,15611756.0,Mazzi,699.0,Germany,Male,41.0,7.0,154586.92,1.0,1.0,1.0,79323.61,0.0
129,15700174.0,Tien,716.0,France,Female,35.0,10.0,0.0,2.0,1.0,0.0,146785.44,0.0
130,15576550.0,Chiu,477.0,France,Female,39.0,6.0,0.0,1.0,1.0,1.0,117834.91,1.0
131,15790829.0,Chikezie,743.0,Spain,Male,32.0,5.0,0.0,2.0,1.0,1.0,77951.84,0.0
132,15677510.0,K?,653.0,France,Male,27.0,8.0,0.0,2.0,1.0,1.0,62390.59,0.0
133,15771054.0,Ts'ao,678.0,Germany,Female,44.0,4.0,118879.35,2.0,1.0,1.0,173498.45,0.0
134,15583371.0,Chien,807.0,France,Male,36.0,5.0,0.0,2.0,0.0,0.0,111138.25,0.0
135,15591257.0,Nkemdilim,595.0,France,Male,35.0,1.0,0.0,1.0,1.0,1.0,126675.62,0.0
136,15601008.0,Tsao,723.0,France,Female,45.0,5.0,0.0,2.0,1.0,0.0,107876.2,0.0
137,15585853.0,Chiang,493.0,France,Male,30.0,7.0,0.0,2.0,0.0,0.0,35644.79,0.0
138,15659327.0,Hsing,645.0,France,Male,41.0,8.0,0.0,2.0,1.0,0.0,74580.8,0.0
139,15603088.0,Lo,697.0,France,Female,41.0,1.0,0.0,1.0,1.0,1.0,171060.01,1.0
140,15752541.0,Uwaezuoke,634.0,France,Male,32.0,1.0,0.0,2.0,1.0,1.0,163427.18,0.0
141,15762605.0,Chien,709.0,Germany,Female,41.0,4.0,139859.54,1.0,1.0,0.0,153537.97,1.0
142,15752312.0,Bischof,694.0,France,Female,39.0,2.0,0.0,2.0,1.0,1.0,122949.71,0.0
143,15641478.0,Genovesi,576.0,Germany,Female,48.0,6.0,138847.9,2.0,0.0,0.0,84908.2,1.0
144,15793331.0,P'eng,774.0,France,Female,32.0,9.0,0.0,2.0,0.0,1.0,136983.77,0.0
145,15795885.0,Brown,775.0,Spain,Male,33.0,1.0,0.0,2.0,1.0,0.0,126761.2,0.0
146,15691627.0,Kao,597.0,France,Male,38.0,7.0,0.0,2.0,1.0,1.0,172668.39,0.0
147,15730074.0,Lettiere,641.0,France,Female,50.0,4.0,0.0,1.0,1.0,0.0,38791.74,1.0
148,15703037.0,Johnstone,725.0,Germany,Female,33.0,4.0,104469.58,1.0,1.0,0.0,119830.08,1.0
149,15775891.0,Li,596.0,Spain,Male,55.0,3.0,0.0,1.0,1.0,0.0,129273.94,1.0
150,15635125.0,Chiu,602.0,Germany,Male,22.0,5.0,116921.85,1.0,0.0,1.0,119059.13,1.0
151,15570601.0,Onyemauchechukwu,587.0,Germany,Male,38.0,6.0,122314.5,1.0,1.0,0.0,62634.94,0.0
152,15761047.0,Tien,619.0,France,Male,45.0,5.0,0.0,2.0,1.0,1.0,158750.53,0.0
153,15617603.0,Chiu,589.0,France,Female,28.0,2.0,0.0,2.0,1.0,0.0,147557.71,0.0
154,15647838.0,Chukwumaobim,730.0,Germany,Male,29.0,9.0,86614.06,2.0,1.0,0.0,10054.51,0.0
155,15656822.0,T'ao,691.0,France,Male,43.0,2.0,0.0,2.0,1.0,1.0,109341.87,0.0
156,15567442.0,Chidubem,567.0,France,Male,38.0,8.0,0.0,2.0,1.0,1.0,126962.41,0.0
157,15677828.0,K'ung,656.0,France,Female,27.0,9.0,0.0,2.0,1.0,0.0,161083.73,0.0
158,15752846.0,Hsiao,679.0,France,Female,34.0,8.0,0.0,2.0,1.0,0.0,82222.86,0.0
159,15793424.0,Chidiebere,748.0,Germany,Male,48.0,10.0,124067.32,1.0,1.0,1.0,113796.15,1.0
160,15770995.0,Chukwuemeka,769.0,Spain,Male,35.0,2.0,151859.12,2.0,1.0,0.0,54869.55,0.0
161,15802809.0,Lucchese,597.0,France,Male,40.0,4.0,0.0,2.0,1.0,1.0,141679.73,0.0
162,15591550.0,Shih,678.0,France,Female,39.0,8.0,108239.11,1.0,0.0,0.0,98820.09,0.0
163,15729956.0,White,718.0,France,Male,30.0,7.0,0.0,2.0,1.0,1.0,108732.96,0.0
164,15652883.0,Nucci,581.0,Germany,Female,53.0,7.0,100260.88,1.0,0.0,0.0,96670.2,1.0
165,15704583.0,Nnonso,644.0,France,Male,42.0,6.0,122570.69,2.0,1.0,0.0,66799.28,1.0
166,15757577.0,Galkin,634.0,France,Male,41.0,7.0,0.0,2.0,1.0,0.0,172576.43,0.0
167,15589320.0,Chiedozie,669.0,Germany,Male,34.0,2.0,123692.0,1.0,1.0,1.0,11525.72,0.0
168,15769974.0,Onyemauchechukwu,581.0,France,Male,34.0,3.0,0.0,2.0,1.0,1.0,110498.1,0.0
169,15726310.0,Manna,581.0,Spain,Male,35.0,9.0,0.0,2.0,1.0,1.0,48244.64,0.0
170,15675360.0,Ebelechukwu,615.0,France,Male,29.0,3.0,0.0,2.0,1.0,0.0,73881.68,0.0
171,15701605.0,Ch'iu,829.0,Spain,Male,35.0,7.0,0.0,2.0,1.0,1.0,94780.9,0.0
172,15588546.0,Rizzo,564.0,Spain,Female,37.0,5.0,0.0,1.0,0.0,1.0,172363.51,0.0
173,15798521.0,Lombardo,648.0,Germany,Male,31.0,8.0,133616.39,2.0,1.0,1.0,90174.84,0.0
174,15689614.0,Milne,721.0,France,Male,39.0,7.0,0.0,2.0,1.0,1.0,134473.07,0.0
175,15725762.0,Kambinachi,635.0,France,Female,41.0,6.0,124662.54,1.0,1.0,1.0,86935.08,0.0
176,15583049.0,Olisaemeka,739.0,France,Male,34.0,4.0,161889.79,1.0,1.0,0.0,64448.36,0.0
177,15581229.0,Ku,543.0,Germany,Female,37.0,2.0,86977.96,1.0,1.0,1.0,123410.23,1.0
178,15746695.0,Chien,607.0,Germany,Female,47.0,1.0,126418.14,1.0,1.0,0.0,172096.08,1.0
179,15641170.0,Eluemuno,651.0,France,Female,23.0,4.0,0.0,2.0,1.0,0.0,176925.69,0.0
180,15675176.0,Folliero,631.0,Germany,Male,47.0,6.0,135096.78,1.0,1.0,0.0,143357.02,1.0
181,15693902.0,Pinto,712.0,Germany,Male,33.0,1.0,125163.62,2.0,1.0,1.0,97416.34,0.0
182,15581252.0,Chuang,749.0,Spain,Female,26.0,5.0,0.0,2.0,1.0,0.0,145534.81,0.0
183,15661656.0,Hsueh,735.0,France,Male,34.0,2.0,0.0,2.0,1.0,1.0,117034.32,0.0
184,15597915.0,Trevisano,604.0,Germany,Female,38.0,9.0,106415.57,1.0,1.0,0.0,130404.53,1.0
185,15592078.0,T'ien,685.0,France,Male,31.0,4.0,0.0,2.0,1.0,1.0,92983.95,0.0
186,15660571.0,Chien,558.0,Spain,Female,36.0,8.0,0.0,2.0,1.0,0.0,183575.01,0.0
187,15758546.0,Chibueze,819.0,France,Male,46.0,4.0,111743.43,1.0,0.0,1.0,152843.53,0.0
188,15743075.0,Ojiofor,635.0,France,Male,31.0,9.0,0.0,1.0,0.0,1.0,155711.64,0.0
189,15789863.0,Y?,577.0,France,Male,32.0,6.0,0.0,2.0,0.0,0.0,163477.22,0.0
190,15743293.0,Wright,774.0,France,Female,39.0,5.0,0.0,2.0,1.0,0.0,138380.11,0.0
191,15658716.0,P'eng,686.0,France,Female,31.0,8.0,0.0,2.0,1.0,1.0,141023.01,0.0
192,15794414.0,Ch'in,631.0,France,Female,34.0,8.0,88915.48,1.0,0.0,0.0,78970.58,0.0
193,15646521.0,Chukwufumnanya,679.0,France,Female,40.0,7.0,122570.69,1.0,0.0,0.0,134822.05,0.0
194,15698031.0,Chukwudi,715.0,Spain,Male,58.0,3.0,0.0,1.0,1.0,0.0,166698.18,1.0
195,15736043.0,Pirozzi,544.0,France,Female,33.0,8.0,0.0,2.0,1.0,0.0,116912.45,0.0
196,15639277.0,Ejikemeifeuwa,594.0,France,Male,25.0,4.0,142072.02,1.0,1.0,0.0,187987.01,0.0
197,15789379.0,Hsia,611.0,Germany,Male,41.0,2.0,132876.13,2.0,1.0,1.0,109153.04,0.0
198,15736287.0,Ch'eng,636.0,Spain,Female,28.0,7.0,0.0,2.0,1.0,1.0,166476.95,0.0
199,15709917.0,Yermolayev,535.0,France,Male,47.0,7.0,0.0,2.0,1.0,1.0,58469.75,0.0
200,15750248.0,Nwora,673.0,Spain,Female,34.0,3.0,0.0,2.0,0.0,0.0,75664.56,0.0
201,15585823.0,Ch'in,692.0,France,Male,41.0,2.0,0.0,2.0,1.0,0.0,97910.06,0.0
202,15695078.0,Chiebuka,489.0,France,Female,38.0,2.0,0.0,2.0,1.0,1.0,170634.49,0.0
203,15737778.0,Tsao,632.0,Germany,Male,35.0,8.0,116309.01,2.0,0.0,0.0,163550.58,0.0
204,15631451.0,Ch'en,538.0,France,Female,34.0,5.0,0.0,1.0,1.0,1.0,126494.82,1.0
205,15786680.0,Zaytseva,605.0,Spain,Male,27.0,2.0,100946.71,2.0,1.0,0.0,108841.83,0.0
206,15798895.0,Ritchie,687.0,France,Male,28.0,3.0,0.0,2.0,1.0,1.0,36124.98,0.0
207,15750181.0,Onwughara,556.0,Spain,Male,33.0,3.0,0.0,2.0,0.0,0.0,141946.92,0.0
208,15731790.0,Obiora,609.0,France,Male,28.0,5.0,0.0,2.0,1.0,1.0,86927.53,0.0
209,15611058.0,Hsueh,749.0,France,Female,31.0,4.0,0.0,2.0,1.0,1.0,38772.65,0.0
210,15574137.0,Ozerova,617.0,France,Male,31.0,2.0,141825.88,2.0,1.0,0.0,158887.09,0.0
211,15781678.0,Pomeroy,749.0,France,Male,40.0,9.0,85845.43,1.0,1.0,0.0,182867.84,0.0
212,15679963.0,Shih,652.0,France,Female,39.0,10.0,125510.93,1.0,0.0,0.0,126761.2,0.0
213,15665963.0,Zetticci,678.0,Germany,Male,43.0,1.0,111096.91,1.0,0.0,0.0,50743.83,1.0
214,15718280.0,Ma,632.0,Germany,Male,38.0,8.0,128226.37,1.0,1.0,0.0,109733.73,0.0
215,15676521.0,Mazzanti,732.0,Spain,Male,32.0,2.0,0.0,2.0,1.0,1.0,62678.53,0.0
216,15589401.0,Nnaife,637.0,Spain,Female,29.0,6.0,0.0,2.0,1.0,1.0,182531.74,0.0
217,15646539.0,Ngozichukwuka,651.0,France,Male,40.0,6.0,0.0,2.0,1.0,1.0,150784.29,0.0
218,15780989.0,Chidimma,749.0,Spain,Female,34.0,1.0,0.0,1.0,1.0,0.0,132770.11,1.0
219,15724684.0,Chukwuebuka,697.0,Spain,Female,28.0,4.0,0.0,2.0,1.0,0.0,162858.29,0.0
220,15753081.0,Ts'ui,724.0,France,Female,36.0,6.0,0.0,2.0,1.0,0.0,50783.1,0.0
221,15689514.0,Eluemuno,684.0,France,Female,33.0,7.0,0.0,2.0,1.0,1.0,187976.88,0.0
222,15787602.0,Chidiegwu,679.0,France,Male,33.0,6.0,0.0,2.0,0.0,1.0,124874.23,0.0
223,15687540.0,Yefremov,638.0,Spain,Male,30.0,1.0,0.0,2.0,1.0,1.0,168834.38,0.0
224,15746417.0,Ch'iu,694.0,France,Female,41.0,5.0,0.0,2.0,1.0,1.0,73371.65,0.0
225,15787035.0,Ch'iu,696.0,France,Female,36.0,5.0,0.0,2.0,1.0,0.0,80425.65,0.0
226,15732479.0,McIntyre,667.0,Germany,Male,51.0,1.0,124495.98,1.0,1.0,0.0,49063.42,1.0
227,15624592.0,Ku,683.0,Germany,Female,49.0,7.0,111284.53,1.0,0.0,0.0,92887.06,1.0
228,15588535.0,Kao,603.0,France,Female,49.0,5.0,0.0,2.0,0.0,0.0,177747.03,1.0
229,15687413.0,Hsiao,701.0,France,Male,38.0,6.0,0.0,2.0,0.0,0.0,160574.09,0.0
230,15733661.0,Onyemauchechukwu,634.0,Spain,Male,39.0,7.0,0.0,2.0,1.0,1.0,153015.42,0.0
231,15690540.0,Ch'ang,733.0,Spain,Female,33.0,0.0,0.0,1.0,1.0,0.0,95500.98,1.0
232,15781530.0,Chimaoke,554.0,France,Male,39.0,9.0,0.0,2.0,1.0,0.0,166677.35,0.0
233,15802570.0,Yobachukwu,539.0,France,Female,37.0,7.0,0.0,1.0,1.0,1.0,132029.95,0.0
234,15614215.0,Chukwuraenye,560.0,Spain,Male,45.0,8.0,0.0,2.0,1.0,1.0,60552.44,0.0
235,15589329.0,Lu,526.0,France,Male,46.0,4.0,86053.52,2.0,0.0,1.0,179908.71,0.0
236,15680243.0,Hs?eh,727.0,France,Male,36.0,1.0,0.0,2.0,1.0,1.0,60721.4,0.0
237,15707479.0,Manna,545.0,France,Male,34.0,9.0,0.0,2.0,1.0,0.0,76628.58,0.0
238,15800228.0,Hsing,682.0,France,Male,33.0,2.0,0.0,2.0,1.0,0.0,106024.02,0.0
239,15700749.0,Ch'ang,715.0,France,Male,52.0,3.0,0.0,1.0,1.0,1.0,133692.88,1.0
240,15637315.0,Chiwetelu,471.0,France,Male,27.0,2.0,0.0,1.0,1.0,1.0,99444.02,0.0
